Date,Ethics Premium PR,Ethics Premium GTR,SGMACUP Index,SGMACUT Index
5/9/24,1286.62,1372.54,1182.16,1266.73
5/10/24,1290.98,1377.29,1185.25,1270.21
5/13/24,1291.56,1378.96,1186.44,1271.67
5/14/24,1293.99,1381.57,1191.51,1277.28
5/15/24,1310.53,1399.43,1203.06,1289.85
5/16/24,1308.39,1397.7,1203.31,1290.52
5/17/24,1304.93,1394.03,1204.61,1292.11
5/20/24,1307.45,1396.79,1206.43,1294.31
5/21/24,1309.65,1399.19,1205.95,1293.94
5/22/24,1310.63,1400.26,1201.42,1289.14
5/23/24,1300.01,1389.01,1194.33,1281.6
5/24/24,1300.48,1389.53,1198.45,1286.09
5/27/24,1301.81,1390.96,1201.3,1289.2
5/28/24,1290.39,1379.15,1199.71,1287.6
5/29/24,1277.11,1365.03,1186.82,1273.85
5/30/24,1270.2,1357.72,1183.47,1270.42
5/31/24,1280.54,1369.08,1190.37,1277.98
6/3/24,1278.71,1367.18,1194.89,1282.96
6/4/24,1281.55,1370.34,1191.45,1279.34
6/5/24,1291.73,1381.21,1201.39,1290.07
6/6/24,1291.44,1380.92,1204.15,1293.13
6/7/24,1292.54,1382.68,1200.14,1289.02
6/10/24,1294.82,1385.06,1201.08,1290.14
6/11/24,1291.06,1381.03,1199.37,1288.34
6/12/24,1294.9,1385.2,1211.39,1301.36
6/13/24,1293.1,1383.3,1207.43,1297.21
6/14/24,1285.55,1375.46,1202.89,1292.59
6/17/24,1294.11,1384.63,1207.33,1297.47
6/18/24,1303.61,1394.9,1212.47,1303.08
6/19/24,1302.92,1394.14,1214.05,1304.83
6/20/24,1310.05,1401.84,1212.91,1303.66
6/21/24,1308.1,1399.73,1208.75,1299.26
6/24/24,1313.22,1405.39,1209.53,1300.18
6/25/24,1312.87,1404.98,1212.11,1302.98
6/26/24,1309.34,1401.2,1211.73,1302.59
6/27/24,1307.48,1399.25,1212.1,1303.28
6/28/24,1304.29,1396.28,1210.27,1301.51
7/1/24,1301.79,1393.64,1212.14,1303.61
7/2/24,1305.81,1397.94,1216.24,1308.13
7/3/24,1308.22,1400.53,1225.08,1317.73
7/4/24,1308.57,1401.28,1228.6,1321.7
7/5/24,1312.24,1405.19,1231.55,1325.02
7/8/24,1312.1,1405.1,1232.5,1326.19
7/9/24,1311.47,1404.57,1231.57,1325.22
7/10/24,1319.54,1413.76,1241.68,1336.25
7/11/24,1325.66,1420.52,1244.17,1338.99
7/12/24,1340.51,1436.44,1250.92,1346.28
7/15/24,1340.09,1435.95,1251.83,1347.37
7/16/24,1349.04,1445.53,1257.29,1353.27
7/17/24,1342.75,1438.9,1246.58,1341.78
7/18/24,1327.28,1422.4,1236.91,1331.4
7/19/24,1318.48,1413.06,1227,1320.81
7/22/24,1326.89,1422.04,1235.73,1330.29
7/23/24,1322.77,1417.7,1235.33,1329.87
7/24/24,1306.43,1400.29,1215.63,1308.67
7/25/24,1298.77,1392.18,1207.87,1300.38
7/26/24,1309.89,1404.58,1218.29,1311.66
7/29/24,1307.73,1402.24,1219.22,1312.72
7/30/24,1302.18,1396.46,1215.68,1308.94
7/31/24,1318.23,1413.59,1233.94,1328.68
8/1/24,1310.63,1405.48,1217.08,1310.63
8/2/24,1280.38,1373.18,1191.62,1283.25
8/5/24,1245.13,1335.49,1152.59,1241.31
8/6/24,1258.67,1349.93,1166.37,1256.18
8/7/24,1251.91,1342.85,1166.12,1255.95
8/8/24,1277.44,1370.18,1182.43,1273.64
8/9/24,1286.75,1380.53,1190.37,1282.33
8/12/24,1280.41,1373.76,1189.98,1282.08
8/13/24,1300.31,1395.08,1206.87,1300.31
8/14/24,1310,1405.49,1213.48,1307.47
8/15/24,1323.91,1420.55,1227.5,1323.03
8/16/24,1328.14,1425.5,1234.74,1330.98
8/19/24,1335.03,1432.95,1246.48,1343.76
8/20/24,1339.89,1438.29,1245.58,1342.84
8/21/24,1346.33,1445.3,1250.27,1348.01
8/22/24,1341.58,1440.22,1243.34,1340.63
8/23/24,1352.16,1451.67,1257.24,1355.66
8/26/24,1352.26,1451.81,1255.56,1353.89
8/27/24,1353.97,1453.63,1256.36,1354.84
8/28/24,1349.8,1449.16,1250.99,1349.1
8/29/24,1355.16,1454.92,1251.37,1349.64
8/30/24,1369.5,1470.35,1260.72,1359.87
9/2/24,1370.16,1471.1,1259.5,1358.57
9/3/24,1356.12,1456.11,1239.2,1336.81
9/4/24,1352.43,1452.3,1232.6,1329.79
9/5/24,1339.5,1438.48,1229.16,1326.17
9/6/24,1326.2,1424.7,1214.18,1310.14
9/9/24,1340.42,1440.14,1220.48,1317.02
9/10/24,1341.59,1441.41,1221.82,1318.55
9/11/24,1348.21,1448.52,1228.55,1325.87
9/12/24,1356.74,1457.63,1240.85,1339.29
9/13/24,1363.34,1465.08,1250.31,1349.7
9/16/24,1371.95,1474.39,1252.85,1352.64
9/17/24,1366.58,1468.7,1253.74,1353.64
9/18/24,1360.27,1461.98,1250.48,1350.13
9/19/24,1375.07,1477.92,1270.23,1371.55
9/20/24,1373.35,1476.07,1266.61,1367.66
9/23/24,1379.08,1482.22,1270.43,1371.83
9/24/24,1380.24,1483.49,1276.99,1378.92
9/25/24,1374.65,1477.5,1274.91,1376.72
9/26/24,1392.66,1496.83,1286.06,1388.85
9/27/24,1389.18,1493.54,1289.93,1393.92
9/30/24,1386.08,1490.5,1288.22,1392.18
10/1/24,1379.76,1483.72,1279.28,1382.56
10/2/24,1377.83,1481.64,1278.11,1381.38
10/3/24,1371.43,1474.72,1272.81,1375.67
10/4/24,1378.86,1482.7,1280.5,1384.08
10/7/24,1374.58,1478.12,1274.99,1378.15
10/8/24,1383.64,1487.82,1275.98,1379.24
10/9/24,1395.11,1500.29,1281.17,1384.9
10/10/24,1389.65,1495.06,1280.18,1383.99
10/11/24,1401.36,1507.65,1287.64,1392.07
10/14/24,1410.28,1517.24,1294.07,1399.04
10/15/24,1402.59,1509.02,1286.34,1390.76
10/16/24,1408.62,1515.48,1288.34,1392.94
10/17/24,1412.25,1519.36,1287.84,1392.44
10/18/24,1414.22,1521.56,1294.28,1399.46
10/21/24,1402.29,1508.74,1288.61,1393.36
10/22/24,1396.53,1502.57,1284.58,1389.02
10/23/24,1391.38,1497.1,1274.28,1377.9
10/24/24,1389.17,1494.65,1276.02,1379.82
10/25/24,1383.77,1488.85,1275.19,1378.93
10/28/24,1388.35,1493.8,1279.77,1383.9
10/29/24,1386.14,1491.5,1279.82,1383.99
10/30/24,1374.79,1479.47,1275.76,1379.67
10/31/24,1356.13,1459.49,1257.81,1360.33
11/1/24,1358.78,1462.34,1261.37,1364.24
11/4/24,1357.08,1460.54,1261.51,1364.44
11/5/24,1367.75,1472,1274.13,1378.12
11/6/24,1385.89,1491.42,1292.75,1398.27
11/7/24,1396.68,1503.04,1304.16,1410.74
11/8/24,1405.15,1512.51,1304.87,1411.71
11/11/24,1414.4,1522.41,1305.54,1412.48
11/12/24,1400.68,1508.09,1295.55,1401.76
11/13/24,1398.37,1505.67,1291.3,1397.23
11/14/24,1384.15,1490.41,1285.24,1390.84
11/15/24,1364.94,1470.16,1272.62,1377.37
11/18/24,1363.69,1469.14,1276.61,1381.94
11/19/24,1361.67,1467.06,1282.5,1388.34
11/20/24,1364.45,1470.1,1280.55,1386.28
11/21/24,1380.52,1487.44,1286.64,1393.02
11/22/24,1392.54,1500.51,1291.7,1398.56
11/25/24,1402.94,1511.76,1298.54,1405.99
11/26/24,1406.2,1515.2,1299.6,1407.2
11/27/24,1400.08,1508.69,1298.84,1406.45
11/28/24,1399.21,1507.74,1299.01,1406.67
11/29/24,1404.47,1513.46,1305.25,1413.54
12/2/24,1404.06,1513.01,1307.99,1416.67
12/3/24,1399.86,1508.57,1312.88,1421.99
12/4/24,1415.98,1525.74,1318.81,1428.46
12/5/24,1411.69,1521.21,1318.12,1427.78
12/6/24,1413.29,1523.48,1320.41,1430.38
12/9/24,1400.9,1510.33,1315.98,1425.71
12/10/24,1395.87,1504.9,1309.14,1418.34
12/11/24,1397.86,1507.06,1316.42,1426.26
12/12/24,1396.02,1505.11,1311.63,1421.14
12/13/24,1392.79,1501.85,1307.67,1417
12/16/24,1391.41,1500.3,1309.88,1419.53
12/17/24,1387.33,1496.04,1303.49,1412.66
12/18/24,1353.81,1460.03,1275.24,1382.06
12/19/24,1348.63,1454.56,1265.71,1371.78
12/20/24,1359.99,1466.81,1272.81,1379.49
12/23/24,1363.75,1470.88,1279.88,1387.22
12/24/24,1371.71,1479.44,1289.94,1398.13
12/25/24,1371.91,1479.66,1290.21,1398.42
12/26/24,1372.59,1480.4,1290.66,1399.01
12/27/24,1365.35,1473.26,1283.44,1391.45
12/30/24,1350.16,1456.93,1272.22,1379.34
12/31/24,1350.63,1457.76,1269.04,1376.05
1/1/25,1350.6,1457.72,1269.22,1376.24
1/2/25,1346.74,1453.64,1267.22,1374.24
1/3/25,1354.58,1462.03,1277.88,1385.87
1/6/25,1354.06,1461.51,1285.59,1394.3
1/7/25,1353.13,1460.52,1277.46,1385.51
1/8/25,1355.61,1463.16,1275.16,1383.03
1/9/25,1356.76,1464.4,1274.31,1382.13
1/10/25,1336.97,1443.94,1256.81,1363.32
1/13/25,1338.93,1446.1,1253.39,1359.64
1/14/25,1337.74,1444.85,1258.21,1364.87
1/15/25,1351.55,1459.71,1277.28,1385.64
1/16/25,1360.41,1469.54,1279.94,1388.57
1/17/25,1366.87,1476.64,1289.17,1398.61
1/20/25,1369.01,1478.95,1293.82,1403.68
1/21/25,1385.03,1496.26,1303.27,1413.97
1/22/25,1391,1502.63,1308.79,1419.97
1/23/25,1399.44,1511.73,1313.84,1425.46
1/24/25,1400.64,1513.55,1315.22,1427.05
1/27/25,1404.13,1517.46,1301.98,1412.72
1/28/25,1399.39,1512.26,1308.31,1419.59
1/29/25,1399.38,1512.24,1306.77,1417.94
1/30/25,1418.35,1532.92,1315.38,1427.32
1/31/25,1407.49,1521.26,1309.7,1421.23
2/3/25,1402,1515.38,1294.53,1404.83
2/4/25,1405.39,1518.99,1306.09,1417.37
2/5/25,1422.68,1537.61,1314.03,1426
2/6/25,1418.68,1533.19,1319.04,1431.46
2/7/25,1408.86,1522.68,1310.22,1421.96
2/10/25,1413.56,1528.04,1316.09,1428.48
2/11/25,1415.02,1529.85,1315.08,1427.41
2/12/25,1412.31,1526.99,1313.24,1425.52
2/13/25,1426.81,1542.67,1327.59,1441.16
2/14/25,1425.86,1542.11,1330.27,1444.36
2/17/25,1427.66,1544.03,1331.93,1446.18
2/18/25,1438.53,1555.92,1335.55,1450.27
2/19/25,1440.16,1557.81,1333.72,1448.35
2/20/25,1437.85,1555.43,1329.11,1443.55
2/21/25,1424.02,1540.72,1314.67,1427.93
2/24/25,1421.09,1537.66,1308.74,1421.55
2/25/25,1423.66,1540.52,1302.83,1415.17
2/26/25,1424.62,1541.42,1306.52,1419.24
2/27/25,1414.06,1530.21,1289.05,1400.42
2/28/25,1423.05,1540.08,1296.19,1408.32
3/3/25,1417.8,1534.55,1285.14,1396.42
3/4/25,1395.51,1510.45,1270.85,1380.94
3/5/25,1411.76,1528.03,1290.01,1401.84
3/6/25,1398.3,1513.71,1278.32,1389.41
3/7/25,1400.77,1517.27,1280.74,1392.2
3/10/25,1375.82,1490.71,1252.26,1361.42
3/11/25,1356.58,1469.7,1243.65,1352.22
3/12/25,1356.93,1469.97,1249.58,1358.73
3/13/25,1345.96,1458.35,1235.78,1343.84
3/14/25,1364.94,1479.12,1257.66,1367.85
3/17/25,1382.07,1497.7,1269.28,1380.58
3/18/25,1376.32,1491.54,1263.74,1374.67
3/19/25,1382.71,1498.36,1272.55,1384.28
3/20/25,1374.74,1489.67,1269.51,1381.12
3/21/25,1369.13,1483.65,1266.82,1378.35
3/24/25,1384.96,1500.7,1281.31,1394.17
3/25/25,1384.24,1499.94,1283.39,1396.47
3/26/25,1376.64,1491.83,1272.63,1384.85
3/27/25,1375.42,1490.55,1268.46,1380.61
3/28/25,1356.4,1470.47,1248.51,1359.93
3/31/25,1361.01,1475.83,1243.12,1354.27
4/1/25,1361.4,1476.23,1250.36,1362.2
4/2/25,1368.14,1483.52,1256.85,1369.37
4/3/25,1328.59,1440.94,1214.06,1322.87
4/4/25,1249.57,1355.35,1150.55,1253.77
4/7/25,1227.9,1331.8,1120.6,1221.2
4/8/25,1219.62,1322.82,1116.77,1217.09
4/9/25,1289.29,1398.52,1177.93,1283.8
4/10/25,1266.17,1374.21,1170.19,1275.65
4/11/25,1281.89,1391.29,1187.04,1294.16
4/14/25,1300.41,1411.39,1202.42,1311
4/15/25,1302.48,1413.63,1206.63,1315.74
4/16/25,1282.84,1392.31,1189.91,1297.55
4/17/25,1299.82,1410.81,1193.37,1301.41
4/18/25,1300.32,1411.36,1194.34,1302.47
4/21/25,1280.18,1389.49,1179.55,1286.4
4/22/25,1306.3,1417.87,1198.88,1307.89
4/23/25,1321.86,1434.75,1216.28,1326.91
4/24/25,1342.52,1457.17,1233.41,1345.79
4/25/25,1345.07,1459.96,1239.8,1352.88
4/28/25,1348.71,1464.02,1244.05,1357.59
4/29/25,1359.2,1475.57,1250.22,1364.43
4/30/25,1370.89,1488.27,1253.11,1367.79
5/1/25,1351.56,1467.32,1255.15,1370.06
5/2/25,1378.2,1496.44,1276.82,1393.9
5/5/25,1374.95,1493.73,1272.66,1389.63
5/6/25,1361.71,1479.35,1266.5,1382.98
5/7/25,1369.2,1487.47,1269.66,1386.49
5/8/25,1368.76,1486.98,1273.2,1390.57
5/9/25,1367.59,1486.47,1275.04,1392.87
5/12/25,1396.58,1519.09,1302.35,1422.98
5/13/25,1398.62,1522.02,1310.73,1432.23
5/14/25,1388.51,1511.04,1314.57,1436.57
5/15/25,1407.2,1531.37,1317.76,1440.48
5/16/25,1416.86,1542.52,1324.4,1448.04
5/19/25,1420.16,1546.23,1326.83,1451.24
5/20/25,1420.18,1546.5,1325.92,1450.3
5/21/25,1399.08,1523.72,1314.15,1437.53
5/22/25,1393.39,1517.51,1309.75,1432.79
5/23/25,1386.35,1509.94,1306.34,1429.25
5/26/25,1389.34,1513.23,1309.88,1433.23
5/27/25,1409.67,1535.32,1325.83,1450.8
5/28/25,1402.19,1527.15,1318.58,1442.97
5/29/25,1407.96,1533.48,1324.39,1449.47
5/30/25,1407.36,1532.99,1323.08,1448.18
6/2/25,1408.51,1534.29,1327.92,1453.61
6/3/25,1415.14,1541.5,1332.89,1459.14
6/4/25,1420.96,1548.03,1337.65,1464.44
6/5/25,1422.24,1549.43,1335.05,1461.71
6/6/25,1433.4,1562.12,1342.61,1470.12
6/9/25,1432.53,1561.31,1345.81,1473.74
6/10/25,1443.45,1573.21,1351.47,1480.02
6/11/25,1441.88,1571.56,1350.94,1479.51
6/12/25,1446.95,1577.11,1354.4,1483.41
6/13/25,1421.41,1549.54,1338.89,1466.63
6/16/25,1434.71,1564.04,1350.88,1479.96
6/17/25,1423.79,1552.14,1340.12,1468.27
6/18/25,1411.14,1538.57,1339.41,1467.54
6/19/25,1408.04,1535.25,1333.45,1461.12
6/20/25,1400.5,1527.05,1333.25,1460.96
6/23/25,1408.02,1535.35,1339.58,1467.96
6/24/25,1432.78,1562.32,1359.36,1489.7
6/25/25,1423.14,1551.79,1357.39,1487.56
6/26/25,1432.83,1562.35,1369.49,1500.93
6/27/25,1439.72,1570.1,1376.73,1509.17
6/30/25,1450.13,1581.74,1381.27,1514.39
7/1/25,1458.49,1590.93,1381.57,1514.81
7/2/25,1458.16,1590.63,1386.47,1520.32
7/3/25,1466.69,1599.91,1395.54,1530.51
7/4/25,1465.4,1598.94,1394.36,1529.3
7/7/25,1452.46,1584.85,1385.28,1519.38
7/8/25,1456.31,1589.05,1384.83,1518.91
7/9/25,1458.77,1591.88,1392.62,1527.52
7/10/25,1457.68,1591.41,1395.92,1531.31
7/11/25,1442.73,1575.1,1390.02,1524.87
7/14/25,1445.71,1578.33,1391.72,1526.76
7/15/25,1429.3,1560.4,1385.78,1520.33
7/16/25,1434.31,1565.85,1387.4,1522.13
7/17/25,1436.27,1568.04,1395.84,1531.43
7/18/25,1438.66,1570.78,1398.1,1533.99
7/21/25,1437.8,1569.95,1400.26,1536.43
7/22/25,1447.77,1580.91,1401.3,1537.61
7/23/25,1463.63,1598.2,1415.76,1553.5
7/24/25,1461.36,1595.71,1417.98,1556
7/25/25,1462.02,1596.9,1417.69,1555.75
7/28/25,1452.96,1587.01,1414.36,1552.12
7/29/25,1443.33,1576.54,1408.87,1546.1
7/30/25,1437.26,1570.06,1406.31,1543.36
7/31/25,1420.21,1551.37,1398.86,1535.32
8/1/25,1403.2,1532.88,1381.21,1516
8/4/25,1417.03,1547.99,1397.71,1534.22
8/5/25,1409.85,1540.18,1396.71,1533.16
8/6/25,1407.96,1538.08,1404.75,1542
8/7/25,1392.49,1521.41,1408.01,1545.72
8/8/25,1402.22,1532.33,1414.74,1553.24
8/11/25,1399.68,1529.54,1411.36,1549.64
8/12/25,1409.43,1540.37,1425.85,1565.63
8/13/25,1429.14,1561.92,1435.91,1576.78
8/14/25,1428.37,1561.07,1432.98,1573.81
8/15/25,1434.16,1567.88,1433.33,1574.5
8/18/25,1432.45,1566.07,1432.8,1574.01
8/19/25,1440.29,1574.81,1427.9,1568.75
8/20/25,1438.67,1573.18,1424.45,1565.06
8/21/25,1430.73,1564.52,1420.13,1560.51
8/22/25,1449.89,1585.77,1440.82,1583.32
8/25/25,1438.65,1573.44,1437.31,1579.5
8/26/25,1444.59,1579.9,1436.92,1579.15
8/27/25,1448.61,1584.28,1437.73,1580.09
8/28/25,1452.49,1588.51,1442.72,1585.71
8/29/25,1446.58,1582.15,1436.01,1578.46
9/1/25,1444.27,1579.64,1436.67,1579.2
9/2/25,1437.12,1571.86,1425.94,1567.59
9/3/25,1438.01,1572.86,1430.3,1572.44
9/4/25,1443,1578.4,1438.76,1581.91
9/5/25,1443.47,1579.44,1442.71,1586.41
9/8/25,1448.25,1584.66,1447.67,1591.94
9/9/25,1450.95,1587.71,1450.96,1595.64
9/10/25,1448.3,1584.83,1455.22,1600.43
9/11/25,1466.41,1604.61,1465.8,1612.12
9/12/25,1458.12,1595.57,1466,1612.4
9/15/25,1458.48,1596.19,1472.38,1619.67
9/16/25,1458.52,1596.27,1472.95,1620.42
9/17/25,1466.59,1605.18,1472.4,1619.88
9/18/25,1477.63,1617.26,1477.46,1625.48
9/19/25,1473.42,1612.68,1480.1,1628.41
9/22/25,1475.78,1615.27,1484.71,1633.58
9/23/25,1471.85,1611.03,1480.64,1629.12
9/24/25,1468.26,1607.14,1475.52,1623.52
9/25/25,1458.38,1596.35,1466.37,1613.49
9/26/25,1466.36,1605.28,1471.53,1619.25
9/29/25,1473.64,1613.46,1476.74,1625.91
9/30/25,1484.55,1625.78,1483.03,1633
10/1/25,1508.59,1652.14,1488.5,1639.12
10/2/25,1514.25,1658.32,1491.88,1642.9
10/3/25,1526.01,1671.22,1496.25,1647.81
10/6/25,1528.66,1674.01,1500.4,1652.45
10/7/25,1523.89,1668.8,1493.9,1645.33
10/8/25,1528.45,1673.73,1499.9,1651.96
10/9/25,1520.56,1665.23,1495.79,1647.49
10/10/25,1493.02,1635.85,1463.92,1612.55
10/13/25,1501.92,1645.57,1477.57,1627.59
10/14/25,1503.62,1647.51,1474.22,1623.92
10/15/25,1513.05,1657.8,1485.42,1636.35
10/16/25,1508.38,1652.71,1482.97,1633.7
10/17/25,1515.85,1661.06,1480.89,1631.44
10/20/25,1532.88,1679.66,1498.67,1651.05
10/21/25,1537.07,1684.28,1497.1,1649.33
10/22/25,1527.33,1673.59,1490.8,1642.41
10/23/25,1536.35,1683.38,1497.85,1650.21
10/24/25,1551.92,1700.44,1507.43,1660.83
10/27/25,1562.92,1712.66,1523.27,1678.33
10/28/25,1554.69,1703.68,1523.53,1678.63
10/29/25,1550.19,1698.75,1523.83,1678.98
10/30/25,1551.86,1700.63,1510.21,1664.06
10/31/25,1555.41,1704.57,1511.99,1666.11
11/3/25,1559.93,1709.41,1513.83,1668.22
11/4/25,1545.21,1693.33,1496.94,1649.64
11/5/25,1560.61,1710.16,1499.11,1652.08
11/6/25,1557.46,1706.79,1490.1,1642.26
11/7/25,1554.69,1704.31,1489.76,1642.03
11/10/25,1571.81,1723.3,1509.44,1663.88
11/11/25,1583.67,1736.41,1515.31,1670.38
11/12/25,1595.7,1749.82,1519.27,1674.8
11/13/25,1581.07,1733.86,1501.95,1655.86
11/14/25,1570.57,1722.83,1494.68,1648.1
11/17/25,1555.56,1706.44,1482.78,1635.11
11/18/25,1538.53,1688.02,1465.86,1616.53
11/19/25,1539.31,1688.89,1467.22,1618.08
11/20/25,1521.13,1669.01,1454.27,1603.96
11/21/25,1539.44,1689.47,1458.41,1608.63
11/24/25,1548.98,1699.83,1475.97,1628.15
11/25/25,1570.85,1723.81,1490.09,1643.8
11/26/25,1576.8,1730.37,1504.05,1659.26
11/27/25,1579.73,1733.6,1505.25,1660.63
11/28/25,1584.81,1739.18,1512.25,1668.43
12/1/25,1574.87,1728.36,1505.73,1661.38
12/2/25,1577.37,1731.04,1507.67,1663.63
12/3/25,1582.15,1736.55,1513.58,1670.25
12/4/25,1575.6,1729.49,1519.27,1676.64
12/5/25,1579.65,1734.44,1519.99,1677.63
12/8/25,1573.57,1727.72,1516.16,1673.5
12/9/25,1568.21,1721.78,1514.08,1671.24
12/10/25,1586.19,1741.52,1522.57,1680.7
12/11/25,1602.26,1759.21,1528.62,1687.47
12/12/25,1595.95,1752.42,1519.23,1677.23
12/15/25,1597.12,1754.1,1517.25,1675.26
12/16/25,1586.09,1742.06,1509.54,1666.79
12/17/25,1577.85,1733.06,1498.43,1654.57
12/18/25,1586.77,1742.8,1507.16,1664.24
12/19/25,1600.73,1758.17,1517.95,1676.2
12/22/25,1612.18,1770.7,1529.17,1688.65
12/23/25,1611.72,1770.15,1535.03,1695.17
12/24/25,1619.02,1778.14,1538.81,1699.35
12/25/25,1619.26,1778.41,1538.94,1699.49
12/26/25,1620.9,1780.42,1538.85,1699.49
12/29/25,1625.14,1785.14,1535.6,1696.15
12/30/25,1622.11,1781.83,1534.41,1694.9
12/31/25,1608.76,1767.5,1526.09,1685.89
